estate_id,phase,block,floor,flat,rooms,area_sqft,price,price_per_sqft,direction,source,listing_url,listed_date
5,2期,昇悅居A座,中層,J,3房,850,14794250,17405,西南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_17,2026-07-29
5,1期,昇悅居A座,高層,E,1房,304,5133952,16888,西北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_18,2026-08-18
5,2期,昇悅居A座,高層,J,1房,900,12591000,13990,西北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_19,2026-08-24
5,1期,昇悅居B座,低層,C,3房,850,13808250,16245,東北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_20,2026-08-23
5,2期,昇悅居A座,高層,D,1房,350,5809650,16599,西,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_21,2026-08-26
5,1期,昇悅居A座,中層,B,1房,800,14676000,18345,東南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_22,2026-08-07
5,2期,昇悅居A座,高層,L,3房,530,8485830,16011,北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_23,2026-08-04
5,1期,昇悅居B座,高層,H,3房,400,6440800,16102,西,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_24,2026-08-28
6,2座,宇晴軒D座,高層,K,2房,350,5884200,16812,西,centanet,https://hk.centanet.com/findproperty/detail/Casper_0,2026-08-15
6,5座,宇晴軒A座,中層,A,1房,700,13951700,19931,西南,centanet,https://hk.centanet.com/findproperty/detail/Casper_1,2026-08-22
6,3座,宇晴軒D座,低層,L,2房,700,10513300,15019,北,centanet,https://hk.centanet.com/findproperty/detail/Casper_2,2026-08-14
6,3座,宇晴軒A座,高層,F,1房,284,4488336,15804,西,centanet,https://hk.centanet.com/findproperty/detail/Casper_3,2026-08-19
6,2座,宇晴軒D座,低層,G,3房,700,14158900,20227,西南,centanet,https://hk.centanet.com/findproperty/detail/Casper_4,2026-08-09
6,3座,宇晴軒C座,低層,J,3房,400,6290400,15726,東南,centanet,https://hk.centanet.com/findproperty/detail/Casper_5,2026-08-26
6,2座,宇晴軒A座,中層,C,1房,650,11486150,17671,東北,centanet,https://hk.centanet.com/findproperty/detail/Casper_6,2026-07-31
6,5座,宇晴軒B座,中層,C,3房,800,15723200,19654,西,centanet,https://hk.centanet.com/findproperty/detail/Casper_7,2026-08-09
6,2座,宇晴軒A座,中層,K,1房,850,13563450,15957,東,centanet,https://hk.centanet.com/findproperty/detail/Casper_8,2026-08-05
6,5座,宇晴軒D座,低層,D,2房,350,6422150,18349,東,centanet,https://hk.centanet.com/findproperty/detail/Casper_9,2026-08-04
6,2座,宇晴軒C座,低層,L,3房,700,13787200,19696,東北,centanet,https://hk.centanet.com/findproperty/detail/Casper_10,2026-08-06
6,5座,宇晴軒A座,低層,H,1房,750,12103500,16138,西北,centanet,https://hk.centanet.com/findproperty/detail/Casper_11,2026-08-15
6,1座,宇晴軒D座,高層,B,1房,530,10684270,20159,北,centanet,https://hk.centanet.com/findproperty/detail/Casper_12,2026-08-18
6,2座,宇晴軒A座,中層,G,3房,800,12853600,16067,東北,centanet,https://hk.centanet.com/findproperty/detail/Casper_13,2026-08-04
6,3座,宇晴軒C座,低層,B,1房,284,4902408,17262,西北,centanet,https://hk.centanet.com/findproperty/detail/Casper_14,2026-08-21
6,3座,宇晴軒A座,高層,J,3房,550,10241550,18621,西,centanet,https://hk.centanet.com/findproperty/detail/Casper_15,2026-08-25
6,3座,宇晴軒D座,高層,E,3房,350,5697300,16278,西南,centanet,https://hk.centanet.com/findproperty/detail/Casper_16,2026-08-15
6,2座,宇晴軒A座,低層,H,1房,700,10477600,14968,西,centanet,https://hk.centanet.com/findproperty/detail/Casper_17,2026-08-19
6,1座,宇晴軒C座,中層,F,3房,550,9967100,18122,西北,centanet,https://hk.centanet.com/findproperty/detail/Casper_18,2026-08-14
6,3座,宇晴軒D座,低層,K,3房,700,11237100,16053,西南,centanet,https://hk.centanet.com/findproperty/detail/Casper_19,2026-07-29
7,1期,泓景臺B座,低層,F,1房,400,5940800,14852,西,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_0,2026-08-22
7,2期,泓景臺B座,中層,C,1房,750,9729000,12972,西北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_1,2026-08-03
7,2期,泓景臺C座,高層,C,3房,850,12077650,14209,南,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_2,2026-07-30
7,1期,泓景臺B座,低層,B,2房,600,9976800,16628,東南,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_3,2026-08-05
7,1期,泓景臺B座,低層,L,1房,550,9438550,17161,東北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_4,2026-08-24
7,2期,泓景臺A座,低層,A,2房,550,7639500,13890,東北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_5,2026-08-18
7,2期,泓景臺A座,中層,A,3房,750,13247250,17663,西北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_6,2026-08-21
7,1期,泓景臺B座,中層,J,3房,800,11133600,13917,東,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_7,2026-08-07
7,2期,泓景臺A座,中層,H,3房,465,7080090,15226,東北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_8,2026-07-29
7,1期,泓景臺A座,高層,A,2房,400,5169200,12923,東南,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_9,2026-08-26
7,2期,泓景臺B座,低層,G,2房,530,7064370,13329,西,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_10,2026-08-25
7,1期,泓景臺B座,中層,E,2房,650,8741850,13449,西南,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_11,2026-07-29
7,2期,泓景臺A座,低層,A,2房,800,10237600,12797,西北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_12,2026-08-24
7,1期,泓景臺C座,低層,J,3房,304,5154016,16954,東北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_13,2026-08-01
7,1期,泓景臺C座,高層,F,1房,750,13099500,17466,西,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_14,2026-08-01
7,2期,泓景臺B座,高層,G,3房,600,9889800,16483,西北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_15,2026-08-02
7,2期,泓景臺C座,低層,D,1房,450,7361550,16359,西,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_16,2026-08-20
7,1期,泓景臺B座,中層,J,1房,465,7471155,16067,北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_17,2026-08-06
7,2期,泓景臺B座,高層,C,2房,600,8683800,14473,東南,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_18,2026-08-23
7,2期,泓景臺B座,低層,E,3房,284,4910360,17290,北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_19,2026-08-23
7,2期,泓景臺A座,中層,H,2房,304,4977696,16374,北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_20,2026-08-17
7,2期,泓景臺A座,低層,F,2房,350,5025650,14359,西北,centanet,https://hk.centanet.com/findproperty/detail/Cosmopolitan_21,2026-08-25
8,5座,碧海藍天D座,高層,K,3房,450,7565850,16813,西北,centanet,https://hk.centanet.com/findproperty/detail/Liberté_0,2026-08-12
8,1座,碧海藍天D座,高層,H,2房,700,10566500,15095,北,centanet,https://hk.centanet.com/findproperty/detail/Liberté_1,2026-08-02
8,1座,碧海藍天C座,高層,A,1房,550,9503450,17279,西北,centanet,https://hk.centanet.com/findproperty/detail/Liberté_2,2026-08-20
8,3座,碧海藍天C座,高層,E,2房,600,10015800,16693,東,centanet,https://hk.centanet.com/findproperty/detail/Liberté_3,2026-08-28
8,5座,碧海藍天C座,高層,B,1房,750,14993250,19991,東南,centanet,https://hk.centanet.com/findproperty/detail/Liberté_4,2026-08-07
8,3座,碧海藍天D座,中層,E,1房,800,13165600,16457,南,centanet,https://hk.centanet.com/findproperty/detail/Liberté_5,2026-08-26
8,3座,碧海藍天B座,高層,K,2房,530,10343480,19516,東,centanet,https://hk.centanet.com/findproperty/detail/Liberté_6,2026-08-07
8,5座,碧海藍天D座,高層,E,3房,750,13451250,17935,南,centanet,https://hk.centanet.com/findproperty/detail/Liberté_7,2026-07-31
8,1座,碧海藍天B座,高層,K,1房,550,9097000,16540,東南,centanet,https://hk.centanet.com/findproperty/detail/Liberté_8,2026-08-21
8,2座,碧海藍天B座,低層,G,2房,600,11067000,18445,西南,centanet,https://hk.centanet.com/findproperty/detail/Liberté_9,2026-07-29
8,3座,碧海藍天A座,低層,H,2房,350,5581100,15946,東,centanet,https://hk.centanet.com/findproperty/detail/Liberté_10,2026-08-24
8,3座,碧海藍天C座,中層,J,2房,400,6581200,16453,東,centanet,https://hk.centanet.com/findproperty/detail/Liberté_11,2026-07-30
8,3座,碧海藍天A座,中層,B,2房,750,11778750,15705,西,centanet,https://hk.centanet.com/findproperty/detail/Liberté_12,2026-08-02
8,2座,碧海藍天D座,高層,H,2房,550,8932000,16240,東南,centanet,https://hk.centanet.com/findproperty/detail/Liberté_13,2026-08-19
8,1座,碧海藍天A座,高層,C,3房,900,14242500,15825,東南,centanet,https://hk.centanet.com/findproperty/detail/Liberté_14,2026-08-25
8,5座,碧海藍天C座,低層,F,2房,530,9053460,17082,西,centanet,https://hk.centanet.com/findproperty/detail/Liberté_15,2026-08-02
8,5座,碧海藍天C座,中層,J,1房,700,10043600,14348,西,centanet,https://hk.centanet.com/findproperty/detail/Liberté_16,2026-08-04
8,3座,碧海藍天C座,中層,J,2房,284,4440340,15635,東,centanet,https://hk.centanet.com/findproperty/detail/Liberté_17,2026-08-02
